,0,1,2,3,4,5,6,7,8,9,10,11,12
133,-0.5997024928738606,-0.9854311209140381,-0.42346784176715574,-0.6063033320007433,-1.0320964326072781,-0.46784569910250245,-1.4494869882529788,1.9121723803634518,-0.5912136476541018,0.17050032732982748,-0.9058860360143844,-1.5563659944169357,-0.30286012587671174
121,-0.7112929695878025,1.872612714105961,1.3264265082589883,2.0991342250782026,0.17068364706557226,-0.1476883871321063,0.10699958745332969,0.5445168794094161,0.21590599003867086,-1.283420170097594,-0.1618607378466573,0.7334663016695654,-1.210522854598832
119,-1.9139903297269576,0.05385754636596163,0.19628640720043672,0.1452071005211861,-0.2538269692895514,0.9728622047642789,0.7697616132379517,-0.3404366800314306,0.42645893900200305,-0.778646584937332,-0.6870550659650528,1.1174754444915251,-0.38247966348391527
73,-1.281644295014617,-1.1198218968554172,-0.2411871803060997,0.44581127352995786,0.09993187767305166,1.741239753493229,0.1170414363288545,-1.8689928281565296,0.11062951555700476,-0.7959038015240076,0.14450262022240654,0.7476888625148228,0.44874830913528974
39,0.702186402122132,-0.564340022964383,-0.20473104801388753,-0.9970887569121468,1.2319601879533815,1.3730588447272736,1.2718540570141803,-0.1795360328603674,1.3213089720961637,0.463873009303313,-0.03056215581705879,1.1032528836462672,0.15893319224506883
163,0.9749631229784337,0.37639540862527177,-0.2411871803060997,0.7464154465387296,-0.6783375856446751,-1.508356963006289,-1.349068499497733,0.3836162322383529,-0.9772273874202104,1.9523079399040857,-1.1247170060637162,-1.3145824600475537,-0.4143274785267967
20,-0.07894693487546399,1.3081714551521681,1.0347774499212974,-0.2756387416910939,0.17068364706557226,0.18847679043680932,0.388171355968018,-0.9035889451301513,0.6896501252061679,-0.2393585666037187,0.31956739626187186,1.302368735479876,0.07931365463786527
160,0.8633726462644916,0.8243646617632027,0.6337599947069731,0.1452071005211861,0.5244424940281753,-0.7399794142773388,-1.469570686004028,1.1076691445081368,-1.3807872062665967,0.35601540563659034,0.013204038192807542,-1.1154666082139448,-0.20731668074806747
113,-1.1328569927293617,-0.8510403449726589,0.48793546553812767,0.8967175330431155,-1.1028482019997987,0.4285947744146061,0.267669169461723,0.5445168794094161,-0.9596813083399327,-0.9296472300707438,-0.11809454383679097,0.8330242275863695,-1.1468272245130693
24,0.06984036740979344,-0.2597209308305901,3.1127769905773444,1.648227965565045,1.7272225737010258,0.5406498336042443,0.6593012756071814,0.8663181737515421,0.5843736507245018,-0.636274548097258,0.7572293363605342,0.8472467884316276,0.27040054489515375
139,-0.07894693487546399,0.42119233393906513,1.217058111382355,0.44581127352995786,-0.2538269692895514,-1.2042075166344128,-1.5298217792571756,1.3490201152647316,-1.468517601667985,-0.1962155251370298,-0.8183536479946518,-0.418561126796314,-0.4620992010911188
120,-1.7776019692988045,-0.2597209308305901,3.149233122869555,2.700342571095746,1.3734637267384227,1.4210824415228334,3.0693450057330787,0.8663181737515421,0.49664325532311376,0.40778705539661725,-0.11809454383679097,1.544152269849258,-0.8920447041700179
11,0.9377662974071204,-0.5464212528388658,0.15983027490822616,-1.0572095915139008,-0.7490893550371958,0.4926262368086853,0.7396360666113777,-0.5817876507880254,0.3913667808414477,0.23521488952986083,0.8447617243802669,0.42056996307389416,1.8309434819963433
132,-0.3641225975888722,1.0841868285832026,-0.022450386552831502,0.5961133600343438,0.45369072463565474,-0.9480816670580964,-0.8268923579704556,-1.5471915338144036,-1.3106028899454862,-0.02364335927027339,-0.7745874539847855,-1.8692623330126066,-0.4620992010911188
19,1.3221334949773662,-0.6360151034664521,-0.31409944489052244,-1.0572095915139008,1.868726112486067,1.1329408607494769,1.1513518705078853,-0.9840392687156829,0.9002030741695001,0.2567864102632057,0.5821645603210699,1.5725973915397735,0.1111614696807467
41,1.0989525415494823,-0.40307109183472795,0.8160406561680291,-1.3578137645226727,0.09993187767305166,1.5331375007124717,1.5429839766533437,-1.5471915338144036,0.19835991095839317,0.16187171903648945,-0.33692551388612263,1.359258978860907,1.1143676435315113
5,1.7312985762618207,-0.42098986196024496,0.30565480407707163,-1.4780554337261815,-0.2538269692895514,0.33254758082348723,0.4986316935987882,-0.5013373272024938,0.6896501252061679,0.08421424439644927,0.27580120225200555,1.3877041005514228,1.735400036867699
8,1.0741546578352712,-0.8868778852236932,-0.350555577182733,-1.0572095915139008,-0.11232343050451019,1.1009251295524374,1.131268172756836,-1.144939915886746,0.46155109716255843,0.9341321612902237,0.2320350082421392,1.345036418015649,0.9551285683171042
